Lead_ID,Client_Name,Company_Segment,City,Assigned_Agent,Lead_Date,Status,Response_Time,Interaction_Count,Target_Sales
CL-2799,Client_2799,a leading Utility company,Kuching,Agent_B,22-Mar-23,Converted,6.7,21,2215.56
CL-1234,Client_1234,a Government Service provider, Shah Alam,Agent_D,10/11/2024,Qualifeid,2.7 days,31,2513.08
CL-2105,Client_2105,a Government Service provider,Klang ,Agent_C,19-Jun-24,Lost,6,2,3059.17
CL-0779,Client_779,a private Manufacturing enterprise,Alor Setar ,Agent_A,6/16/2024,NEW,1.7 days,41,1193.65
CL-1358,Client_1358,a leading Utility company,Johore Bahru,Agent_C,09.08.2023,Conctacted,48.7 hours,33,4428.77
CL-0320,Client_320,a major Telecommunications provider,Kuala  Lumpur,Agent_D,30-Nov-24, New,65.4 hours,10,2202.6
CL-1332,Client_1332,a major Telecommunications provider,Shah Alm,Agent_B,2/16/2024,QUALIFIED,68.0 hrs,10,4843.63
CL-2843,Client_2843,a major Telecommunications provider, Klang,Agent_B,25/01/2024,Qualified ,26,35,3803.03
CL-2155,client_2155,a private Manufacturing enterprise,Kuchng,Agent_C,25-Jun-24,CONVERTED,45.2 hrs,15,2950.7
CL-0775,Client_775,a regional Financial Institution,PENANG,Agent_D,19-Nov-23,Lost ,31.5h,43,2705.03
CL-0221,Client_221,a major Telecommunications provider,shah alam,Agent_D,20-Nov-24,Contactd,16.9h,18,3931.86
CL-0297,Client_297,a regional Financial Institution,Cyber Jaya,Agent_D,1-Mar-24,Qualified,1.9 days,18,4366.38
CL-0116,CLIENT_116,a private Manufacturing enterprise,PUTRAJAYA,Agent_D,6/22/2024,qualified,32.6 hours,7,1202.26
CL-0098,Client_098,a leading Utility company,Subang Jya,Agent_A,26.08.2023,qualified,18.8,30,2612.35
CL-1117,Client_1117,a leading Utility company,kuala lumpur,Agent_A,5/20/2024,CONVERTED,65,3,3072.78
CL-1586,Client_1586,a regional Financial Institution,Subang Jaa,Agent_B,13/04/2023,New ,55.4 hours,12,4746.93
CL-2638,Client_2638,a major Telecommunications provider,Ipho,Agent_B,23-May-23,Contacted ,56.2 hrs,35,3611.25
CL-2368,Client_2368,a regional Financial Institution,Kuchng,Agent_D,15/02/2024,Contactd,4.2 hrs,13 interactions,4633.23
CL-2708,Client_2708,a regional Financial Institution,Petaling Jaya,Agent_A,6/10/2023,Qualifed,56.9 hours,45,4968.79
CL-0559,client_559,a regional Financial Institution,K.Lumpur,Agent_B,10/2/2024,Qualifeid,57.7h,22,4555.47
CL-0329,Client_329,a leading Utility company,Alor Setar ,Agent_A,24/04/2023, Lost,50,7,4814.05
CL-1474,Client_1474,a private Manufacturing enterprise,Seremban ,Agent_C,1/1/2023,Contacted,50.2 hours,26,2756.17
CL-2028,Client_2028,a Government Service provider,petaling jaya,Agent_A,10/24/2023,Contactd,0.1 days,32,1297.08
CL-2241,Client_2241,a regional Financial Institution,klang,Agent_B,7/4/2023,NEW,8.9h,42,2805.72
CL-1031,Client_1031,a private Manufacturing enterprise,seremban,Agent_D,8/1/2023,CONVERTED,20,27,4869.06
CL-1987,Client_1987,a leading Utility company,kota kinabalu,Agent_C,8/12/2024, Contacted,2.9h,21,4596.33
CL-2834,Client_2834,a major Telecommunications provider,putrajaya,Agent_A,29/07/2023,new,24.0 hours,9,2594.81
CL-0999,Client_999,a Government Service provider,Alor Setar ,Agent_A,10/6/2023,Contacted ,53.6h,15,4422.62
CL-1233,Client_1233,a Government Service provider,Johore Bahru,Agent_A,03.12.2024,Nw,69.1h,4,2546.24
CL-1776,Client_1776,a leading Utility company,PENANG,Agent_B,22/12/2024,Contacted ,36.8h,16,2897.9
CL-1295,Client_1295,a major Telecommunications provider,Shah  Alam,Agent_A,10/9/2024,Nw,29.9h,4,4792.9
CL-2391,Client_2391,a Government Service provider, Subang Jaya,Agent_A,13-Jun-23,Qualifeid,24.7 hrs,8 interactions,2848.1
CL-0358,CLIENT_358,a leading Utility company,Kuala  Lumpur,Agent_D,20/02/2023,Conveted,69.5 hrs,44,3066.07
CL-2557,client_2557,a regional Financial Institution,kota kinabalu,Agent_A,15-Apr-24,New ,27,21,2901.99
CL-2845,Client_2845,a regional Financial Institution,Petaling Jaya,Agent_C,23/03/2024,Conctacted,21.8h,27,1758.6
CL-2895,Client_2895,a Government Service provider,Johor,Agent_B,12-Jun-23,New,42,10,4392.36
CL-2496, Client_2496,a leading Utility company,Petalingg Jaya,Agent_A,8/1/2024,Contacted,57.5 hrs,39,4814.05
CL-0130,Client_130,a major Telecommunications provider,IPOH,Agent_D,11/14/2024,new,70.9,-3,2383.27
CL-1705,Client_1705,a leading Utility company, Shah Alam,Agent_A,5/14/2023, Converted,2.5 days,41,4996.73
CL-2955,Client_2955,a regional Financial Institution,IPOH,Agent_C,9/5/2024, New,1.1 days,8,2182.77
CL-0365,client_365,a Government Service provider, Putrajaya,Agent_B,14/07/2023,Qualified ,49,43,2554.51
CL-1554,Client_1554,a major Telecommunications provider,Malacca,Agent_C,9/19/2024,new,43.8 hours,50,3408.32
CL-2155,client_2155,a Government Service provider,Kuchng,Agent_D,25-Jun-24,Conctacted,45.2 hrs,15,1285.2
CL-2812,Client_2812,a regional Financial Institution,Subang Jaa,Agent_B,4/7/2024,Qualifed,0.4 days,22,4084.55
CL-2253,Client_2253,a major Telecommunications provider, Kuching,Agent_D,18/09/2024,Lost,10.7h,5,1616.93
CL-1718,Client_1718,a regional Financial Institution,Melacca,Agent_C,17/01/2023,Conveted,49.1 hours,13,1592.08
CL-2983,Client_2983,a major Telecommunications provider,johor bahru,Agent_B,16/05/2023,New,35.4,23,2590.03
CL-1100,Client_1100,a Government Service provider,shah alam,Agent_A,1/31/2024,Contactd,30.9,8,1797.27
CL-2706,Client_2706,a private Manufacturing enterprise,Johor Bahru,Agent_B,15-May-23,QUALIFIED,17.9h,3,2377.79
CL-0099,Client_099,a major Telecommunications provider,Cyber Jaya,Agent_D,6/11/2023, Contacted,71.1 hours,28,4673.8
CL-2429,Client_2429 ,a private Manufacturing enterprise,Seremban,Agent_D,8/27/2023,CONTACTED,43.4 hrs,18,1280.96
CL-1492,client_1492,a major Telecommunications provider,Alor Setar ,Agent_B,24-Nov-23,Conveted,15,31,2190.27
CL-1401,Client_1401,a major Telecommunications provider,Alor  Setar,Agent_A,27/06/2024,Qualifeid,5.2,-5,3428.69
CL-0021,Client_021,a private Manufacturing enterprise,kuchng,Agent_B,23/04/2024,Conveted,7.5h,7,3666.29
CL-2489,Client_2489,a leading Utility company, Seremban,Agent_C,3-Nov-24,Nw,5.7 hours,48,1549.42
CL-1710,Client_1710,a major Telecommunications provider,Putrajaya,Agent_D,20/10/2024,Qualified,29.0 hrs,16,1232.67
CL-1843,Client_1843,a regional Financial Institution,Kota Kinablu,Agent_D,10/13/2023,Conctacted,68.8 hours,4,3263.32
CL-1764,Client_1764,a leading Utility company,Subang Jaa,Agent_A,20/12/2023,CONVERTED,36,15,1583
CL-0606,Client_606,a Government Service provider, Cyberjaya,Agent_D,26-Dec-23, Qualified,14.3,4,4497.18
CL-1911,Client_1911,a regional Financial Institution,kota kinabalu,Agent_C,09.12.2023,CONTACTED,62,48,4884.85
CL-2269,client_2269,a major Telecommunications provider,Penang ,Agent_C,28-Dec-23,New ,1.4 days,38,4154.17
CL-2509,Client_2509,a private Manufacturing enterprise,Petaling Jya,Agent_A,3/1/2024,Contacted ,2.0 days,26,2288.35
CL-2262,Client_2262 ,a private Manufacturing enterprise, Penang,Agent_D,12/26/2024,Qualifed,1.0 days,38,1571.57
CL-1689,client_1689,a Government Service provider,Seremban ,Agent_D,11/25/2024, New,0.5,28,2263.43
CL-1361,CLIENT_1361,a leading Utility company,Kuchng,Agent_B,18-Dec-24,converted,50.3 hrs,12,1652.24
CL-0321,client_321,a Government Service provider,Subang Jaa,Agent_B,9/9/2023,CONTACTED,34.8,9,3734.55
CL-0260,Client_260,a regional Financial Institution,Ipho,Agent_B,7/3/2024,New,47.5 hours,40,1870.61
CL-2823,Client_2823 ,a leading Utility company,Subang Jaa,Agent_D,1/10/2023,new,22.4,47,1172.85
CL-1374,Client_1374,a Government Service provider,Subang Jaa,Agent_D,27/06/2023,QUALIFIED,2.5 hours,23,2875.01
CL-2744,Client_2744 ,a Government Service provider,Kota Kinaballu,Agent_A,19.04.2023,Converted,60,21,4638.33
CL-0766,Client_766 ,a major Telecommunications provider,Ipoh,Agent_A,01.03.2024,Contacted ,40.3,17,1624.59
CL-1259,Client_1259,a major Telecommunications provider,Putrajya,Agent_A,27/11/2023,Contacted,15.3h,44,3975.34
CL-1947,Client_1947,a major Telecommunications provider,Subang Jaya,Agent_B,30/09/2023,Contactd,20,42,4891.27
CL-1383,Client_1383,a regional Financial Institution, Malacca,Agent_C,24-May-24,New,34,3,3035.24
CL-0641,Client_641,a regional Financial Institution,ipoh,Agent_B,9/4/2023,Qualified,50.1h,9,1797.2
CL-2138,Client_2138,a regional Financial Institution,Penag,Agent_B,30/06/2024,New ,27.9h,25,4074.98
CL-1399,Client_1399,a leading Utility company,Ipoh,Agent_C,11-Dec-24,Conctacted,12,50,3317.38
CL-1775,Client_1775,a major Telecommunications provider,Malacca,Agent_D,6/13/2024,Convereted,26.7,2,1009.18
CL-1511,Client_1511,a Government Service provider,seremban,Agent_D,28/07/2023,Lost,1.7 days,18,2747.57
CL-2088,Client_2088,a regional Financial Institution,Klang ,Agent_B,01.11.2023,Convereted,53,30,1184.75
CL-1621,Client_1621,a leading Utility company,Seremban ,Agent_A,30/09/2023,Converted ,2.5 days,37,2317.67
CL-1934,Client_1934,a leading Utility company, Kuala Lumpur,Agent_B,24-Oct-24, New,9.8 hrs,28,4108.39
CL-2058,Client_2058,a major Telecommunications provider,Kuching,Agent_C,4/16/2024,CONTACTED,1.3 days,35,2080.47
CL-0891,Client_891,a major Telecommunications provider,Cyberjaya,Agent_C,2/12/2024,Contacted ,63.1 hrs,17,2618.15
CL-1034,Client_1034,a major Telecommunications provider, Cyberjaya,Agent_B,27-Jun-23,lost,11.8 hrs,9,2143.78
CL-1120,client_1120,a Government Service provider,Klang ,Agent_A,1-Jul-24,Qualifed,1.8h,13 interactions,1565.72
CL-1301,Client_1301,a regional Financial Institution,Ipho,Agent_B,12-Nov-24,CONVERTED,66,10,1004.69
CL-2706,Client_2706,a private Manufacturing enterprise,Johor Bahru,Agent_C,15-May-23,QUALIFIED,17.9h,3,2333.64
CL-0023,CLIENT_023,a private Manufacturing enterprise,Cyber Jaya,Agent_B,1/16/2023,Lost ,12.4h,26,1268.09
CL-0674,Client_674,a leading Utility company,KualaLumpur,Agent_D,6/14/2024,contacted,30.0 hrs,10,1276.89
CL-0687,Client_687,a leading Utility company,Ipho,Agent_C,18-Apr-23,Conctacted,48.9,26,2235.17
CL-0425,Client_425,a Government Service provider,KualaLumpur,Agent_A,5-Aug-23,LOST,10.7 hrs,17,3822.41
CL-1744,Client_1744,a Government Service provider,Kota  Kinabalu,Agent_B,8-Sep-23, Contacted,19.6,42,1680.64
CL-0586,Client_586,a leading Utility company,Malacca,Agent_C,1/1/2023,New ,62.4 hrs,38,4376.66
CL-0959,Client_959,a major Telecommunications provider,Subang Jya,Agent_C,4/4/2023,CONTACTED,22,15,2064.25
CL-2643,Client_2643,a regional Financial Institution,Alor Setar ,Agent_A,1/14/2023,Lost,2.2 days,20 interactions,4453.18
CL-2390,Client_2390,a Government Service provider,Johore Bahru,Agent_C,16-Apr-24,QUALIFIED,47.2 hours,31,3381.7
CL-0447,Client_447,a Government Service provider,klang,Agent_B,18-Jun-24,Contacted,50.4h,31,3066.11
CL-0862,Client_862,a leading Utility company,Malacca,Agent_D,18/04/2024,Nw,48.8h,48,3989.57
CL-0193,Client_193,a Government Service provider, Putrajaya,Agent_B,03.11.2023, Converted,24.2,38,2328.16
CL-2714,Client_2714,a major Telecommunications provider,PUTRAJAYA,Agent_D,9-Sep-23,qualified,2.3 days,42,4692.76
CL-0962,Client_962,a major Telecommunications provider,Subang Jaya,Agent_B,17/03/2024,contacted,26.5 hours,43,2716.4
CL-2289,Client_2289,a regional Financial Institution,Subang Jaa,Agent_B,17/01/2023,Qualified ,34.6,28,1125.27
CL-0103,Client_103,a major Telecommunications provider,Seremban ,Agent_B,10/5/2024,Los,3.3h,12 interactions,2193.27
CL-0733,Client_733,a regional Financial Institution,Klang,Agent_B,1/6/2023,contacted,22.1h,9,4834.06
CL-1448,Client_1448,a major Telecommunications provider,Malacca,Agent_A,23-Feb-23,Contacted,16.2 hrs,9,2459.83
CL-2381,Client_2381,a private Manufacturing enterprise,Kuala Lumpur ,Agent_B,23.06.2024, Qualified,9.7 hours,14,3947.91
CL-1645,Client_1645,a Government Service provider, Kuching,Agent_B,25/10/2023,Convereted,8.3 hrs,33,3734.55
CL-1398,Client_1398,a leading Utility company,Klanng,Agent_B,27/02/2024,New ,39.9 hrs,34,2254.14
CL-2177,CLIENT_2177,a regional Financial Institution, Kuala Lumpur,Agent_A,29/06/2024,Nw,31.2 hours,50,4118.5
CL-1893,Client_1893,a leading Utility company,Johor Bahru,Agent_A,20/02/2024, Lost,59.0 hours,6,1293.85
CL-2152,Client_2152,a private Manufacturing enterprise,Subang Jaa,Agent_C,2/28/2024,contacted,2.4 days,9,3742.71
CL-0155,Client_155,a regional Financial Institution,Klang ,Agent_A,21/05/2023,Contactd,34.3 hrs,31,1032.62
CL-1341,Client_1341,a Government Service provider,Subang Jaa,Agent_D,8-Feb-23,Convereted,53.7h,2,1333.26
CL-2180,Client_2180,a private Manufacturing enterprise,Cyberjya,Agent_B,13.11.2023, Converted,0.7 days,6,4917.08
CL-1366,Client_1366,a major Telecommunications provider,Penang ,Agent_A,6/9/2024,qualified,51.0 hrs,29,3720.55
CL-1097,Client_1097,a private Manufacturing enterprise,Ipoh,Agent_A,01.06.2024,Contacted,21.9h,16,3638.82
CL-2579,Client_2579,a private Manufacturing enterprise,IPOH,Agent_A,26-Feb-23,Qualifeid,52.1,16,4234.65
CL-2404,Client_2404,a Government Service provider,Malacca ,Agent_C,24.08.2024,Qualifeid,39.2 hours,39,4934.58
CL-0629,Client_629,a Government Service provider,johor bahru,Agent_C,30-Aug-23,NEW,2.9 days,49,3381.7
CL-2007,Client_2007,a Government Service provider,Kuchng,Agent_D,21/02/2023,Convereted,6,29,4017.27
CL-1999,client_1999,a private Manufacturing enterprise,Kuala Lumpur,Agent_C,11/6/2023,Qualifeid,22.3,40,1270.69
CL-0823,client_823,a leading Utility company,Penang ,Agent_A,3/14/2024,CONTACTED,56.5h,38,3365.03
CL-1261,Client_1261,a regional Financial Institution,Kuala Lumpur,Agent_B,29-Nov-24,converted,62.1,17,1989.56
CL-2716,CLIENT_2716,a regional Financial Institution,Ipoh,Agent_A,4/12/2024, Contacted,40.6,43,1292.69
CL-0377,Client_377,a regional Financial Institution,cyberjaya,Agent_B,1/7/2024,Qualified,47,4,2089.52
CL-1902,Client_1902 ,a private Manufacturing enterprise,kota kinabalu,Agent_D,14/03/2023,new,1.7 days,-5,1972.24
CL-1513, Client_1513,a major Telecommunications provider,PJ,Agent_B,21-Mar-24,Contacted ,7.7,29,1181.6
CL-2883,Client_2883,a Government Service provider,Cyberjaya,Agent_B,5/11/2024,converted,54.1h,42,3793.25
CL-0230,Client_230,a regional Financial Institution,Petaling Jya,Agent_D,5-May-24,Qualifed,15.1 hrs,50,1329.81
CL-1798,Client_1798,a regional Financial Institution,Cyberjaya,Agent_C,11.06.2023,QUALIFIED,19.8 hrs,28,2394.71
CL-0612,client_612,a regional Financial Institution,penang,Agent_D,1/4/2024,converted,47.2,43,1635.09
CL-0271,Client_271,a private Manufacturing enterprise,Malaka,Agent_B,4/3/2024,qualified,13,42,3366.7
CL-1403,Client_1403,a leading Utility company,seremban,Agent_A,1/5/2024, Qualified,0.9 days,10,1714.17
CL-0262,Client_262,a leading Utility company,Subang Jya,Agent_B,1/4/2024,Contactd,49,23,1845.22
CL-1717, Client_1717,a major Telecommunications provider, Seremban,Agent_C,19-Apr-23,Contacted,68.5h,25,4417.18
CL-1525,Client_1525,a leading Utility company, Cyberjaya,Agent_D,30/11/2023,CONVERTED,2.4 days,4,1730.7
CL-0435,Client_435,a leading Utility company,Johor  Bahru,Agent_D,3/1/2024,new,17.1 hours,3,3052.48
CL-2516,Client_2516,a major Telecommunications provider,Johore Bahru,Agent_D,20-Dec-24,QUALIFIED,1.4 days,44,1121.92
CL-0491,Client_491,a Government Service provider,Johor  Bahru,Agent_C,9-Jan-23,New,35.8 hours,32,1368.9
CL-0767,Client_767,a major Telecommunications provider,Johor Bahru ,Agent_B,30/05/2024, Converted,1.3 days,36,1794.84
CL-0178,Client_178 ,a regional Financial Institution,Johor Bahru ,Agent_B,27-Nov-23,CONTACTED,64.5,41,3290.08
CL-0406,CLIENT_406,a regional Financial Institution,Sha Alam,Agent_A,6/14/2023,Qualified ,60,14,4964.69
CL-2596,client_2596,a Government Service provider,Alor Setr,Agent_C,19.05.2024,Converted ,1.1 days,42,2443.29
CL-0753,Client_753,a regional Financial Institution,subang jaya,Agent_A,16/12/2023,New,2.2 days,44,1058.69
CL-2627,Client_2627,a private Manufacturing enterprise,Ipho,Agent_D,09.11.2024,Lost,54,8,4776.97
CL-1158,Client_1158,a regional Financial Institution,ipoh,Agent_C,18/08/2023, Contacted,71.2,43,4383.43
CL-1634,client_1634,a Government Service provider,Shah Alm,Agent_D,22/01/2024,Qualified,1.1 days,10,2687.76
CL-1686,Client_1686,a major Telecommunications provider,seremban,Agent_D,29/01/2024,LOST,2.1 days,N/A,4070.86
CL-2100,Client_2100,a leading Utility company, Kuching,Agent_B,6/10/2024,Qualifeid,48,24,2383.91
CL-1943,Client_1943,a major Telecommunications provider,Subang  Jaya,Agent_D,5-Oct-23,Conctacted,1.8 days,5,1160.59
CL-0197,Client_197,a leading Utility company,Putrajya,Agent_C,15-Jun-24,Qualifed,34.7h,12,3546.35
CL-0865,Client_865,a private Manufacturing enterprise,Subang Jaya,Agent_A,7/1/2023,Nw,28.4,1,4857.99
CL-1931,CLIENT_1931,a Government Service provider,Kuchng,Agent_C,13-Jan-24,converted,33.4,45,2342.18
CL-2413,Client_2413,a regional Financial Institution,putrajaya,Agent_B,12/8/2024,contacted,2.2 days,18,4730.25
CL-0821,CLIENT_821,a Government Service provider,Johor Bahru,Agent_B,28/03/2024,Conctacted,31.4,36,2115.12
CL-2090,Client_2090,a major Telecommunications provider,malacca,Agent_A,1-Feb-23,NEW,16.1,5,2197.46
CL-2791,Client_2791,a regional Financial Institution,Sha Alam,Agent_A,29/05/2024,New ,61.2h,17,1153.49
CL-2476,Client_2476,a regional Financial Institution, Kuching,Agent_D,3/20/2024,new,58.7,16,1716.88
CL-0683,Client_683,a leading Utility company,Subang Jya,Agent_C,3/26/2024,New ,70.7h,15,1635.45
CL-2672,Client_2672,a Government Service provider,Malacca ,Agent_B,11/13/2024,Contactd,21,43,3481.48
CL-2644,Client_2644,a private Manufacturing enterprise,Pinang,Agent_A,6/17/2024,Qualifeid,2.8 days,12,2387.27
CL-0409,Client_409,a leading Utility company,Malacca,Agent_D,1/14/2023,new,59,42,1347
CL-0679,Client_679,a regional Financial Institution,malacca,Agent_C,02.03.2023,New ,3.6 hours,49,4015.87
CL-2550, Client_2550,a Government Service provider,Sha Alam,Agent_C,30/12/2024,New,44.3 hrs,33,1290.25
CL-0795,Client_795,a Government Service provider,IPOH,Agent_B,1/20/2023,QUALIFIED,13.4,14,2994.03
CL-1605,Client_1605,a Government Service provider, Malacca,Agent_B,14-Nov-23,NEW,68.9,19,2035.59
CL-2659,Client_2659,a Government Service provider,Shah Alam,Agent_B,3/27/2024,Conveted,28.2h,13,4797.7
CL-1241,Client_1241,a leading Utility company,Kota  Kinabalu,Agent_D,17/01/2024,New,46.1,47,4825.75
CL-1497,Client_1497,a private Manufacturing enterprise,Peneng,Agent_D,6/9/2024,CONTACTED,6.6 hrs,3,3485.47
CL-0395,Client_395,a regional Financial Institution, Cyberjaya,Agent_D,16/12/2023,Conveted,16.4h,50,3321.74
CL-1389,Client_1389,a private Manufacturing enterprise,Kota Kinaballu,Agent_A,9/2/2023,Contactd,17.2h,-5,1539.75
CL-2356,Client_2356,a private Manufacturing enterprise,Putrajaya,Agent_B,06.11.2024,Contacted,11.3 hours,45,1347.9
CL-2320,Client_2320,a private Manufacturing enterprise,Shah  Alam,Agent_C,18.06.2024,Converted,13,43,1366.85
CL-1747,Client_1747,a regional Financial Institution,Ipoh,Agent_B,15/06/2023,Conctacted,64.9h,32,3408.43
CL-2451,Client_2451,a private Manufacturing enterprise,PUTRAJAYA,Agent_D,14.01.2023,Conctacted,7.8 hrs,43,1252.76
CL-2022, Client_2022,a regional Financial Institution,Penang,Agent_B,03.05.2023,Lost,17.4 hours,36,3684.97
CL-0251,client_251,a major Telecommunications provider,kuchng,Agent_B,28-Mar-23,Qualified ,49.5 hrs,20,3616.18
CL-1484,Client_1484,a regional Financial Institution,johor bahru,Agent_C,23.07.2023,Contacted,28,12,4653.75
CL-1602,Client_1602,a major Telecommunications provider,K.Lumpur,Agent_B,6/26/2024, Qualified,22.2 hrs,45,2192.56
CL-1515,Client_1515,a major Telecommunications provider,K.Lumpur,Agent_B,3-Jun-24,CONVERTED,15.2 hrs,39,2063.22
CL-0534,Client_534,a Government Service provider,johor bahru,Agent_D,30/10/2024,Qualifed,57.7 hrs,46,3859.9
CL-1025,Client_1025,a leading Utility company,Kota Kinaballu,Agent_D,1/17/2023,CONVERTED,59.1,42,2766.53
CL-2515,Client_2515,a regional Financial Institution, Subang Jaya,Agent_A,4/11/2023,NEW,19,N/A,2724.8
CL-1363,Client_1363,a private Manufacturing enterprise,Cyberjaya,Agent_C,14.12.2023,CONVERTED,0.8 days,N/A,1082.08
CL-2265,Client_2265,a private Manufacturing enterprise,cyberjaya,Agent_B,3/19/2024,NEW,1.0 days,23,4371.79
CL-2487,Client_2487,a major Telecommunications provider,Klang,Agent_D,5/12/2024,Contacted,3,34,4513.94
CL-0209,Client_209,a Government Service provider, Klang,Agent_A,4-Aug-24,Nw,64.6h,6,2866.76
CL-2297,Client_2297,a major Telecommunications provider,Kuala  Lumpur,Agent_C,4/27/2024,Contacted ,13.6 hrs,31,2054.01
CL-0417,Client_417,a Government Service provider,KL,Agent_D,19.01.2024,Contactd,64.7 hrs,6,2930.91
CL-0571,Client_571,a leading Utility company,Melacca,Agent_D,3/27/2024,Contacted ,20.1,36,3170.6
CL-1866,Client_1866,a major Telecommunications provider, Malacca,Agent_D,11-Jul-23,New,40.1,37,1583.3
CL-2588,Client_2588,a major Telecommunications provider,Klang ,Agent_D,1/13/2024,converted,13.6 hours,23,4739.49
CL-2026,Client_2026,a private Manufacturing enterprise,Petalng Jaya,Agent_B,6/7/2023,New ,11.2,25,3935.28
CL-2380,Client_2380,a major Telecommunications provider,Cyberjaya,Agent_D,11.03.2023,Nw,45.9,7,1556.54
CL-0572,Client_572,a leading Utility company,Petaling  Jaya,Agent_B,16/07/2024,Conctacted,2.4 days,5,3894.65
CL-1125,Client_1125,a major Telecommunications provider,putrajaya,Agent_C,14.08.2023, Qualified,56.3 hours,16,4276.87
CL-1732,Client_1732,a private Manufacturing enterprise, Seremban,Agent_A,21-Jun-24,CONTACTED,71.6h,45,2686.92
CL-1242,CLIENT_1242,a leading Utility company,Alor Setr,Agent_D,8-Mar-24,Nw,18,6,4032.91
CL-1844,Client_1844,a leading Utility company,Petaling  Jaya,Agent_D,12/5/2024,CONTACTED,16,7,3559.14
CL-2276,Client_2276,a Government Service provider,kota kinabalu,Agent_C,15-Oct-23,Nw,54,28,1378.93
CL-1155,Client_1155,a regional Financial Institution,Ipoh ,Agent_D,6/4/2024,Lost,17.1h,37,4761.05
CL-0054,Client_054,a major Telecommunications provider,kuchng,Agent_A,5-Jul-24, Contacted,31.7,43,1243.6
CL-1069,Client_1069,a regional Financial Institution,PJ,Agent_C,13-Jul-23,New ,38.4h,7,2843.03
CL-2976,Client_2976,a regional Financial Institution,putrajaya,Agent_B,11/22/2023,Qualified,51.6 hours,16,4748.05
CL-2725,Client_2725,a private Manufacturing enterprise,Johor Baru,Agent_B,19/01/2024,Contacted ,8.6h,48,2906.62
CL-0574,CLIENT_574,a private Manufacturing enterprise,kuchng,Agent_B,03.07.2023, Qualified,24.3 hrs,43,1818.42
CL-2453,Client_2453,a Government Service provider,Cyberjaya,Agent_D,21.06.2024,Qualifed,63.2 hrs,46,2816.87
CL-0273,Client_273,a regional Financial Institution,Ipoh ,Agent_D,19-Jul-23,LOST,47.2h,27,4812.74
CL-1656,Client_1656,a Government Service provider, Petaling Jaya,Agent_D,26.06.2024,Contacted,42.4h,47,4520.19
CL-0662,Client_662,a private Manufacturing enterprise,KK,Agent_A,11/9/2024, Lost,28,24,4845.5
CL-1339,Client_1339,a private Manufacturing enterprise,Subang Jaa,Agent_C,20-Jan-24,New,42,37,2122.44
CL-0646,Client_646,a major Telecommunications provider,Cyber Jaya,Agent_C,12/22/2024,Qualifeid,15.1 hours,8,3869.95
CL-0666,Client_666,a regional Financial Institution,Penang,Agent_D,2/24/2024,CONTACTED,1.4 days,9,2309.61
CL-2700,Client_2700,a leading Utility company,Johor  Bahru,Agent_C,5/10/2024,Qualified,23.4h,38,3797.49
CL-1880,Client_1880,a major Telecommunications provider,subang jaya,Agent_A,27/11/2024,new,18,42,4180.97
CL-2152,Client_2152,a regional Financial Institution,Subang Jaa,Agent_C,2/28/2024,contacted,2.4 days,9,2394.71
CL-1982,Client_1982,a major Telecommunications provider,Alor Setr,Agent_B,7/27/2023,Qualifed,55.6 hours,2,4874.73
CL-2092,CLIENT_2092,a private Manufacturing enterprise,Klang ,Agent_C,06.05.2024,New ,59.6h,44,3804.89
CL-1311,Client_1311,a leading Utility company,PJ,Agent_C,16-Jan-24,converted,0.5 days,48,4162.26
CL-1192,Client_1192,a leading Utility company,Kuala Lumpur ,Agent_B,2/3/2024,New,71.5,13,1923.45
CL-1584,CLIENT_1584,a regional Financial Institution, Shah Alam,Agent_A,5/21/2023,Converted ,20.6h,34,2050.53
CL-1706,CLIENT_1706,a regional Financial Institution,Putrajya,Agent_D,22.12.2023,QUALIFIED,33.2,29,3764.1
CL-0187,Client_187,a private Manufacturing enterprise,Kota Kinabalu,Agent_D,2/21/2023,Contactd,47.3h,1,2214.96
CL-2212,Client_2212,a private Manufacturing enterprise,kuchng,Agent_B,9-Jan-24,qualified,51.5 hrs,40,3584.42
CL-1183,Client_1183,a major Telecommunications provider,cyberjaya,Agent_D,7/12/2023,Converted,7.3 hrs,32,2386.11
CL-0125,Client_125,a regional Financial Institution,Klanng,Agent_C,20/09/2024,Qualifed,59.8 hours,-3,1980.08
CL-1309,Client_1309,a leading Utility company,Putrajaya,Agent_A,28-Oct-24,Converted,68.5 hours,21,3018.85
CL-2918,CLIENT_2918,a Government Service provider,Ipho,Agent_D,28-Jan-23,new,36.3,20,4647.01
CL-1734,Client_1734,a regional Financial Institution,Malacaa,Agent_B,21/12/2024, Lost,15.5,12,1184.75
CL-2822,Client_2822,a private Manufacturing enterprise,putrajaya,Agent_D,11/30/2023,NEW,53.6 hrs,7,2570.68
CL-0684,Client_684,a Government Service provider, Klang,Agent_C,07.05.2023, New,36.0 hours,36,2619.74
CL-1964,Client_1964,a major Telecommunications provider, Petaling Jaya,Agent_B,2/9/2023,New,11.7,36,2590.83
CL-0400,Client_400,a regional Financial Institution,Kuchng,Agent_C,9/5/2024,Qualified ,52.7 hrs,43,4768.63
CL-0977,Client_977,a regional Financial Institution,Ipoh ,Agent_D,20/03/2024,new,7.2 hrs,12,1492.04
CL-2324,Client_2324,a major Telecommunications provider,Shah Alam,Agent_D,27/12/2023,new,18.8,29,2681.52
